id,speaker_state,speaker_first,speaker_last,speaker_party,speaking,created_at,updated_at,chamber,title,date,origin_url,number,order,volume,pages,bioguide_id,speaker_raw
82,MO,William,Clay,D,"[""Mr. Speaker, I rise in support of the motion to recommit."", ""It is the height of irresponsibility for Republicans to hold education programs hostage to their plot to extract radical concessions through budget negotiations."", ""Governing and politics are about give and take and good faith. Republicans need a lesson in both."", ""Their failure to support a simple continuing resolution that funds education programs at fiscal year 1995 levels is creating serious problems for schools, teachers and children who have absolutely nothing to do with the budget fight. They are the innocent victims of a drive-by shooting. In this case, it is hard to tell who is driving this car. Is it the Speaker or the 73 Republican freshmen or the Christian coalition?"", ""The devastating cut in title I funding will deny 1.1 million needy children the crucial help they need in reading, writing, math, and critical thinking. Drug abuse and violence prevention programs will be cut for millions of students in nearly every school district in the country. Innovative school to work strategies developed at the local level will be halted. Teachers will be fired, classroom sizes will increase."", ""With this continuing resolution, the Republicans are turning their backs on public education. Cuts in education are further proof that the Republican Party has not only lost its heart and soul, but has also lost its mind.""]",2015-03-14 01:26:53.012849,2015-03-14 01:26:53.012849,House,THE BALANCED BUDGET DOWNPAYMENT ACT, I,1996-01-25,http://origin.www.gpo.gov/fdsys/pkg/CREC-1996-01-25/html/CREC-1996-01-25-pt1-PgH882-2.htm,10,102,142,H882-H900,C000488,mr. clay
83,MO,John,Ashcroft,R,"[""Is it the Senator's position, then, if a student is the subject of a IEP, a special education student, and brings a gun to school and it is determined that student did not bring it as a manifestation of the disability----""]",2015-03-14 01:26:53.123952,2015-03-14 01:26:53.123952,Senate,VIOLENT AND REPEAT JUVENILE ACCOUNTABILITY AND REHABILITATION ACT OF 1999,1999-05-19,http://origin.www.gpo.gov/fdsys/pkg/CREC-1999-05-19/html/CREC-1999-05-19-pt1-PgS5507-7.htm,73,344,145,S5507-S5583,A000356,mr. ashcroft
84,MO,Christopher,Bond,R,"[""I thank the senior Senator from Pennsylvania for his kind remarks and for his leadership in urging an additional $1.7 billion for veterans health care. I also commend my friend for his leadership as chairman of the Senate Committee on Veterans' Affairs in urging medicare subvention for veterans and for gaining Senate approval of increased funding for the GI education bill.""]",2015-03-14 01:26:53.246010,2015-03-14 01:26:53.246010,Senate,DEPARTMENTS OF VETERANS AFFAIRS AND HOUSING AND URBAN DEVELOPMENT, AND INDEPENDENT AGENCIES APPROPRIATIONS ACT, 2000--Resumed,1999-09-23,http://origin.www.gpo.gov/fdsys/pkg/CREC-1999-09-23/html/CREC-1999-09-23-pt1-PgS11347-3.htm,125,36,145,S11347-S11354,B000611,mr. bond
85,MO,Emanuel,Cleaver,D,"[""Mr. Speaker, I rise to support the extension of student loan interest rates. Student loans have been an essential tool for many students and families who otherwise wouldn't be able to afford the soaring costs of college tuition. However, in a few short weeks, Federal student loan interest rates are set to double from 3.4 to 6.8 percent, making the dream of attaining college even more difficult for millions of students and families."", ""We need to act now. It is our responsibility to ensure that all children have the ability to pursue higher education. The cost of attending college has gone up almost 30 percent in the last 10 years. We cannot afford to ignore struggling students across this Nation. In these uncertain economic times, we can make no greater investment than in education. More and more jobs require some sort of post-secondary education, and by 2018, just 6 years from now, 63 percent of employment opportunities will demand an education beyond high school."", ""It is pathological partisanship that is preventing us from dealing with this important issue.""]",2015-03-14 01:26:53.370106,2015-03-14 01:26:53.370106,House,STUDENT LOAN INTEREST RATES,2012-06-07,http://origin.www.gpo.gov/fdsys/pkg/CREC-2012-06-07/html/CREC-2012-06-07-pt1-PgH3589-3.htm,85,1,158,H3589,C001061,mr. cleaver
86,MO,Billy,Long,R,"[""Mr. Speaker, I rise today to recognize and honor Paul Kincaid for his service to Missouri State University and on receiving the Virginia Carter Smith Recognition Award from the Council for the Advancement and Support of Education District VI."", ""Paul serves as the chief of staff and assistant to the president for university relations at Missouri State University. Paul serves as an important voice in the public affairs mission of the university, which is to instill in students the knowledge to be productive and competent leaders in the pursuit of careers in public affairs."", ""The Virginia Carter Smith Recognition Award from the Council for the Advancement and Support of Education (CASE) District VI is given to professionals who have shown outstanding service to CASE and who have retired or plan to retire. Paul plans to retire from Missouri State University in October."", ""I am honored to recognize Paul Kincaid for his service to Missouri State University and his 39 years working in higher education public relations. I know that education is a once in a lifetime experience, and with people like Paul at the university, its students are being prepared to excel in their chosen career paths.""]",2015-03-14 01:26:53.491194,2015-03-14 01:26:53.491194,Extensions,HONORING PAUL KINCAID,2014-04-08,http://origin.www.gpo.gov/fdsys/pkg/CREC-2014-04-08/html/CREC-2014-04-08-pt1-PgE549.htm,57,0,160,E549,L000576,mr. long
87,MO,William,Clay,D,"[""Mr. Chairman, I yield myself such time as I may consume."", ""Mr. Chairman, the ability of our Nation to provide education and training opportunities to our people is more important now than ever before. Our success in the increasingly competitive global economy will largely depend upon the skills and productivity of our workers. Education and job training programs provide workers with the opportunity to learn and to improve their skills."", ""It is our duty to make certain that those programs are effective and efficient. Many have criticized our current training system for being too duplicative and too sparse. The legislation we consider today will improve the coordination of services, provide quality assistance and foster efficiency."", ""I am especially grateful that this agreement addresses the unique needs of dislocated workers as well as providing for meaningful local decisionmaking. As Members may remember, these issues were among the highest priorities advocated by Democrats during last year's deliberations on the careers bill. With respect to the adult education provisions of this bill, I believe that we have made solid progress. We have made sure that the program remains a part of the Elementary and Secondary Education Act, that it will be administered by the State agency now in charge of adult education, that the program has a reasonable maintenance of effort standard, and that it will continue to serve a critically important role in the education of those who need its services."", ""I want to particularly compliment the gentleman from Pennsylvania [Mr. Goodling] and the gentleman from California [Mr. McKeon] for their leadership and for their sincere efforts to make this a bipartisan effort on this bill. I appreciate their willingness to seek resolution of our differences on this issue. I also want to commend my Democratic colleague, the gentleman from Michigan [Mr. Kildee], the ranking member of the Subcommittee on Postsecondary Education, Training and Life-Long Learning, for picking up where his predecessor, Pat Williams, left off by ensuring that any compromise adequately protects Democratic concerns."", ""Mr. Chairman, I ask unanimous consent that the gentleman from Michigan [Mr. Kildee], the ranking Democrat on the subcommittee, be given the authority to control the minority's time during general debate."", ""The CHAIRMAN pro tempore (Mr. McInnis). Is there objection to the request of the gentleman from Missouri?""]",2015-03-14 01:26:53.627311,2015-03-14 01:26:53.627311,House,EMPLOYMENT, TRAINING, AND LITERACY ENHANCEMENT ACT OF 1997,1997-05-16,http://origin.www.gpo.gov/fdsys/pkg/CREC-1997-05-16/html/CREC-1997-05-16-pt1-PgH2797.htm,65,11,143,H2797-H2851,C000488,mr. clay
88,MO,Roy,Blunt,R,"[""Mr. Chairman, I move to strike the requisite number of words."", ""Mr. Chairman, I rise in support of this amendment, and particularly thank the gentleman from Pennsylvania [Mr. Peterson] for working so hard to put this amendment together and to make it work."", ""Mr. Chairman, I have been trying in this debate to find some additional money for vocational education. I think this movement forward is helpful. We had frozen vocational education at last year's funding at a time when I think we are working in every possible way to get people to the workplace, people who have not been there before through welfare reform; people who are out of high school or did not get out of high school who need additional training."", ""Vocational education is critically important. I am certainly glad to hear both the gentleman from Illinois [Mr. Porter], the chairman, and the gentleman from Wisconsin [Mr. Obey], the ranking member, agree to accept this change to add this money to vocational education."", ""Mr. Chairman, I look forward to this amendment becoming part of the package that the House passes, and then I am hopeful that we will also be committed, realizing what I just heard about the importance of everybody being in agreement, to uphold the House's position and keep this additional $20 million for vocational education in this bill when it comes back to the House from conference."", ""This is an important step, going along with the step that we have already taken in passing the authorization legislation that, as the gentleman from Pennsylvania has pointed out, sets a new standard of money in vocational education that gets to the classroom where students are affected by it."", ""That new standard of 90 percent, essentially under local control and maybe, more importantly, under the control of a local teacher, of the teacher in the classroom, as opposed to 75 percent, is an important standard for us to meet. To add to that some additional funding for vocational education in a program that is critical to the future of the country is going to be a good thing to see."", ""I hope we see it in the final bill as well. I am grateful that the chairman and the ranking member have agreed to be supportive of this amendment and grateful to the gentleman from Pennsylvania [Mr. Peterson] for not only letting me work with him but for working so hard to put this amendment together."", ""The CHAIRMAN pro tempore (Mr. Barrett of Nebraska). The question is on the amendment offered by the gentleman from Pennsylvania [Mr. Peterson].""]",2015-03-14 01:26:53.772414,2015-03-14 01:26:53.772414,House,DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS ACT, 1998,1997-09-10,http://origin.www.gpo.gov/fdsys/pkg/CREC-1997-09-10/html/CREC-1997-09-10-pt1-PgH7129-2.htm,119,8,143,H7129-H7169,B000575,mr. blunt
89,MO,Jean,Carnahan,D,"[""Mr. President. Last month, I joined a bipartisan group of centrist Senators to support a $1.25 trillion tax cut along with an economic stimulus for this year. The tax cut agreed upon after negotiations with the White House and House of Representatives totals $1.35 trillion. I support a tax cut of this size and think that the people of Missouri also believe it to be a commonsense compromise."", ""This tax cut should provide immediate tax relief to help stimulate the economy, cut personal income taxes for all taxpayers, eliminate the marriage penalty, and eliminate the estate tax for all family farms and family-owned small businesses. I also want to ensure that the tax cut is distributed fairly and responsibly by focusing on the people who need tax relief the most--the working men and women of America."", ""The other key component of the budget voted on by the Senate last month was an approximately $300 billion investment in education over the next decade. That budget plan included sufficient funds to meet the Federal Government's commitment to fund 40 percent of the cost of special education. Meeting this commitment would enable states and localities to spend billions of dollars of their own funds on improving educational quality at the local level. The Senate budget also included funds for student loans, programs for disadvantaged students, and the testing and accountability reforms currently being debated on the Senate floor."", ""Unfortunately, the conference report before us completely eliminated the educational investments contained in the Senate passed budget. Indeed, this conference report does not even fund the education increases contained in President Bush's budget proposal."", ""Not only is this approach to education inconsistent with the bipartisan actions taken on the budget by the Senate a few weeks ago, but it is dramatically at odds with the votes being cast by the Senate on the education reform bill. Last week, the Senate unanimously voted to fully fund the Individual with Disabilities Education Act at a cost of $120 billion over ten years. Earlier this week, the Senate agreed to fully fund the largest federal education program for disadvantaged students at a cost of $130 billion. The vote on that amendment was 79-21."", ""I am a newcomer to the Federal budget process, but it defies common sense to be voting to support major increased investments in education on the one hand, while on the other hand voting for a budget that does not meet these commitments."", ""Some of my colleagues have stated that the lack of education funding in the budget should not be of concern because, eventually, Congress will provide additional support for education during the appropriations process. But I ask, what purpose does a budget serve if we vote based on an intention not to abide by it?"", ""So, while I strongly support the $1.35 trillion in tax cuts for the American people contained in the conference report, I cannot support this budget agreement. I look forward to working on the tax cut legislation scheduled for later this month and on the appropriations bills that follow. Hopefully, in the end, we will provide both a tax cut of $1.35 trillion that provides needed tax relief to the public and an investment plan that meets our vital national priorities.""]",2015-03-14 01:26:53.916517,2015-03-14 01:26:53.916517,Senate,CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2002--CONFERENCE REPORT,2001-05-10,http://origin.www.gpo.gov/fdsys/pkg/CREC-2001-05-10/html/CREC-2001-05-10-pt1-PgS4776-3.htm,64,55,147,S4776-S4794,C001043,mrs. carnahan
90,MO,Karen,McCarthy,D,"[""Mr. Speaker, I rise today to voice my strong support of H. Con. Res. 266, expressing the sense of the Congress regarding the benefits of music education."", ""Music education has a long history, dating back to Ancient Greece. As part of a standard education, music was used to teach math and deemed equally important to forming a balanced individual. As a former educator, I know that an important component to youth development and a key solution to youth violence is access to art and music education in our schools. College Board studies have shown that students who play an instrument score significantly higher on their Scholastic Aptitude Tests than those who do not. High risk elementary students who participated in an arts program for one year gained eight percentile points on standardized language arts tests. Those who have exposure to music and art are less likely to have discipline problems. If we are serious about improving student achievement and curtailing youth violence in our schools, we must find adequate funding to bring music and art education to our children."", ""Missouri's fifth district has taken major steps toward integrating arts education into the daily routine in schools. Magnet schools such as the Paseo Academy of Visual and Performing Arts and the Kansas City Middle School of the Arts teach children more than just reading, writing, and arithmetic. Students also learn how to create and appreciate music, painting, and dancing through hands-on experience. The Kansas City Symphony established an orchestral residency at the Paseo Academy to provide professional mentors to aspiring musicians. The results of programs like this are astounding. These schools have improved student test scores well above the district average and greatly increased parental satisfaction. Students enjoy attending school more than ever because of personal interest with the subject matter. I urge my distinguished colleagues to support this measure."", ""Because of the vast amount of research proving the benefits of music education, we need to invest in more programs which will spark student interest in music such as the National Endowment for the Arts (NEA) sponsored ``Challenge America'' initiative which would provide $50 million to more than 1,100 communities, bringing the arts and music to regions previously underserved by cultural programming."", ""Music and art education remains important in the lives of children. From infants listening to classical music to facilitate brain development, to elementary students learning about music related careers from their favorite musicians, to high school instrument students who achieve above average SAT scores, the importance of music education cannot be denied. I urge my distinguished colleagues to continue to support music and art education programs such as ``Challenge America'' which contribute to the success of students as they become members of our democracy.""]",2015-03-14 01:26:54.046610,2015-03-14 01:26:54.046610,Extensions,EXPRESSING THE SENSE OF CONGRESS REGARDING BENEFITS OF MUSIC EDUCATION,2000-06-14,http://origin.www.gpo.gov/fdsys/pkg/CREC-2000-06-14/html/CREC-2000-06-14-pt1-PgE1002.htm,74,0,146,E1002,M000316,ms. mccarthy of missouri
91,MO,Roy,Blunt,R,"[""Mr. Chairman, this amendment, as has been read, transfers the increase in OSHA to vocational and adult education. In the last debate I believe I heard the gentlewoman from Connecticut [Ms. DeLauro] suggest that we need to challenge the House to spend more money on training. This amendment meets that challenge, and may be more timely even because of that challenge, that we spend more of our money on training."", ""I think increasing spending in OSHA, as opposed to increasing spending in vocational and adult education, really just does not make sense to me, so this amendment is to transfer that increase. OSHA would be frozen. OSHA is being studied. There are field hearings on OSHA. There is nobody who is a member of this body who does not believe that OSHA needs to be significantly restructured in the way it does its job."", ""At the same time, vocational and adult education have been incredibly successful programs that are actually funded below the 1997 levels. In a bill that funds programs that are not even authorized, vocational education and adult education are funded below last year's levels. I find that unacceptable."", ""In fact, as we match these two things together, the best place to ensure workplace safety is in training. The best place to prevent accidents is before they happen. The best place to have workers prepare to be safe workers is not on the job, but before they get on the job, and vocational education has a track record of doing that effectively."", ""This transfer would make sense from the training point of view. It freezes OSHA at the 1997 level. With this transfer we actually fund vocational education and adult education above the 1997 level. I urge its passage. I think when we look at the number of people that work in OSHA, the average business that is affected by OSHA really can anticipate a visit maybe as infrequently as once every 10 years. That does not ensure workplace safety."", ""Well-trained workers do ensure workplace safety. Vocational education money and adult education money get people to work who have not been to work before. They increase the skills of those people who have not been to work before."", ""On the other hand, OSHA often encourages people not to create jobs, and there are examples probably in every district represented in this House where people keep their employee numbers below 50 just so they will not have to deal with OSHA. When the OSHA inspector comes, it depends on which part of the OSHA code that inspector is familiar with on how the inspection goes that day. Training, Mr. Chairman, is the key to the workplace. It is the key to workplace safety."", ""Leaving these two programs at levels below 1997 funding in this bill while we increase OSHA funding I think is unacceptable, so this amendment would rectify that situation. I urge its passage, Mr. Chairman."", ""The CHAIRMAN. Does the gentleman from Wisconsin [Mr. Obey] insist on his point of order?""]",2015-03-14 01:26:54.146681,2015-03-14 01:26:54.146681,House,DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS ACT, 1998,1997-09-05,http://origin.www.gpo.gov/fdsys/pkg/CREC-1997-09-05/html/CREC-1997-09-05-pt1-PgH6925-3.htm,116,147,143,H6925-H6948,B000575,mr. blunt
92,MO,William,Clay,D,"[""Mr. Speaker, I applaud and salute Dr. Donohue on her tenure as President of the National Council for Occupational Education [NCOE]."", ""Dr. Patricia C. Donohue has provided dynamic leadership as the 1995-96 president of the National Council for Occupational Education. During her tenure, she focused on initiating exemplary policies and practices in economic development and workforce preparation for workers in our global economy, The NCOE's members are professionals in community and technical college education who serve as workforce development and occupational education resources for legislators and policymakers from various governmental agencies. NCOE also promotes innovative practices in community and technical colleges and tracks student achievement in these areas."", ""Early in Dr. Donohue's tenure, she convened a strategic planning process which established five critical goals for NCOE for the years 1995-1997."", ""The first goal is to transform education and training programs and structures to better prepare workers for the 21st century. The NCOE-produced monograph Workforce Development defines the need for national policy in this critical area and identifies strategies necessary for progress. NCOE provided copies of Workforce Development to congressional committees, Representatives, and Senators, for use in their important work on new education and workforce training legislation including efforts to streamline dozens of job training and education programs."", ""The second goal emphasizes improving legislative relations by the organization. A National Policy Response Team was implemented for this purpose. Team members made monthly visits to agencies and legislators on Capitol Hill in Washington, DC. The team provided information to legislators and facilitated communication with practitioners. In addition, the policy response team provided quick responses to congressional and agency requests."", ""The third goal is to collaborate in workforce preparation initiatives. Partnerships have been established with the National Council of Advanced Technology Centers. Network (a Department of Labor project), and the National Council on Community Service and Continuing Education [NCCSCE]. Monographs will be forthcoming from project partnerships with the League for Innovation and the National Center for Research on Vocational Education and also from the joint work with NCCSCE. The National Association for Manufacturing and the National Skill Standards Board are among other partners working with NCOE."", ""The fourth goal established is to inaugurate a leadership development program. Regional training conferences will be established to implement this goal."", ""The fifth goal is that of enhancing operating strategies for member services. In addition to improvements in the organization's newsletter, an Internet electronic Web page has been initiated to provide information and respond to questions."", ""Dr. Donohue also serves on the Commission on Community and Workforce Development of the American Association of Community Colleges [AACC]. She is a coauthor of a Commission Monograph on the community college role in implementing reforms in workforce preparation proposed in Federal legislation."", ""Again, congratulations and best wishes for continued success in your efforts with the National Council for Occupational Education as well as with St. Louis Community College.""]",2015-03-14 01:26:54.279748,2015-03-14 01:26:54.279748,Extensions,CONGRATULATIONS TO DR. PATRICIA C. DONOHUE,1996-08-02,http://origin.www.gpo.gov/fdsys/pkg/CREC-1996-08-02/html/CREC-1996-08-02-pt1-PgE1487.htm,117,0,142,E1487,C000488,mr. clay
93,MO,John,Ashcroft,R,"[""Mr. President, on two separate occasions this year I have made statements about the importance of education to our Nation and to this Congress. I've talked about what our parents want for their children, how to provide a good education, and how many of our current federal policies have failed to achieve what we want for our children."", ""Today, as the Senator from Arkansas introduces his ``Dollars to the Classroom Act,'' which incorporates ingredients for educational success into our federal policy, I want to join in cosponsoring his bill as it will empower states and local school districts to spend federal resources in the best way they see fit. I also want to take this opportunity to emphasize the importance of education."", ""A Pew Research Center poll conducted last fall found that 88% of those surveyed think that improving the quality of public school education is ``very important.'' Now, I am not one to put a lot of emphasis on polls, but I think that this poll indicates what we already know: that making sure kids get a world-class education is a real priority for our nation. Moms and dads want their children to be in settings where they will be challenged to reach high levels of academic achievement, taught by qualified and caring teachers, and provided a safe learning environment."", ""Obviously, parents want to be sure that schools are using the ingredients of success in education: parental involvement, local control, an emphasis on basic academics, and dollars spent in the classroom, not on distant bureaucracy and ineffective programs. These are the ingredients we must have to elevate educational performance. It is interesting to note that a recent report of the House Committee on Education and the Workforce Subcommittee on Oversight and Investigations found that successful schools and school systems were not the product of federal funding and directives."", ""Unfortunately, we are continuing to find that many of our current federal education programs, while well-intended, simply do not contain the ingredients of a successful education. Rather than promoting parental involvement, local control, and dollars going to the classroom, many federal programs promote a ``Washington-knows-best'' policy, in which federal bureaucrats decide exactly what education programs should be developed and exactly how every dollar should be spent. Not only are states, schools, teachers, and parents left without much say in how to educate their children, but they are also drained of time and energy complying with all the federal mandates handed down to them."", ""Our current federal education laws bog states down in mountains of paperwork every year. Even though the U.S. Department of Education recently attempted to reduce paperwork burdens, the Department still requires over 48.6 million hours worth of paperwork per year--or the equivalent of 25,000 employees working full-time. There are more than 20,000 pages of applications states must fill out to receive federal education funds each year."", ""While the Department of Education brags that its staff is one of the smallest federal agencies with 4,637 people, state education agencies have to employ nearly 13,400 FTEs (full-time equivalents) with federal dollars to administer the myriad federal programs. Hence, there are nearly three times as many federally funded employees of state education agencies administering federal education programs as there are U.S. Department of Education employees."", ""It is no wonder that up to 35% of our federal education dollar gets eaten up by bureaucratic and administrative costs. And we should remember this in the context of the fact that only about 7% of all education funding comes from the federal government. As we can see, this small amount of the entire education pie consumes a disproportionate share of the time states and local school districts must spend to administer education programs."", ""I have also spoken in the past about the Ohio study finding that 52% of the paperwork required of an Ohio school district was related to participation in federal programs, while federal dollars provided less than 5% of its total education funding. And I've also noted that in Florida it takes six times as many state employees to administer federal funds as it does to administer state dollars."", ""Clearly, federal rules and regulations eat up precious dollars and teacher time. We must find a way to change this."", ""I have also highlighted that the problem that many of our children and school districts never get to see the federal tax dollars paid by their parents for education because a great deal of federal educational funding is awarded on a competitive basis. Local schools must come to Washington and plead their case to get back the money the parents of their communities sent to the federal treasury. Who suffers the most from this system? Smaller and poorer schools, who don't have the time and money to wade through thick grant applications or hire a grant writer to get their fair share of the federal dollar."", ""It is also interesting to note that, according to the Department of Education's own estimates, it takes 216 steps and 20 weeks to complete the review process for a federal discretionary education grant. The Department boasts that this is actually a streamlined process, since it used to take 26 weeks and took 487 steps from start to finish!"", ""I have talked about a third problem with many current federal education programs: dollars are earmarked for one and only one purpose, to the exclusion of all other uses. And many times, the distant Washington bureaucrats are designating funds for something that a school district doesn't even need at the time."", ""I like to use an analogy to explain this problem. If you feel a headache coming on, would you rather be treated by a doctor one mile away from where you live, or a thousand miles away? And if you have to use the doctor a thousand miles away, how good is he or she going to be at prescribing what you need for your headache? It sure would be nicer to see someone close by who could take a look at you in person and make a proper diagnosis."", ""And what if, when you tell the doctor a thousand miles away that you have a headache, she says to you, ``Oh, that's too bad. But today we're running a special on crutches. We are prescribing crutches for people like you all over the country, because we've heard that you may need them.'' You say, ``That's fine, but how is a crutch going to help my headache? Can't I get the money to buy some aspirin?'' And the doctor says, ``Sorry, but you can only use this money for crutches, not for aspirin, or anything else.''"", ""This is exactly what happens with so many of these categorical programs mandated from the federal level. Your local school district has determined that it needs funding for one thing, but the federal government will only release it for another. As a result, schools don't have the flexibility to use their funding for what they know they need to provide the best education possible for their students."", ""For all the federal programs and dollars committed to education, are we seeing success? I'm afraid not."", ""I have heard of a recent report from the Organization for Economic Cooperation and Development, which noted that even though the United States dedicates one of the largest shares of gross domestic product to education, it has fallen behind other economic powers in high school graduation rates. Only 72 percent of 18-year-old Americans graduated in 1996, trailing all other developed countries."", ""Our Congressional Research Service has explained why current federal aid programs may not lead to educational improvement. They note that these programs have generally been focused on specific student population groups with special needs, priority subject areas, or specific educational concepts or techniques. CRS reports:"", ""While such ``categorical'' program structures assure that aid is directed to the priority population or purpose, they may not always be effective--instruction may become fragmented and poorly coordinated; the proliferation of programs may be duplicative; each federally assisted program may affect only a marginal portion of each pupil's instructional time that is poorly coordinated with the remainder of her or his instruction; regulations intended to target aid on particular areas of need may unintentionally limit local ability to engage in comprehensive reforms; or the partial segregation of special needs students, while it helps to guarantee that funds can be clearly associated with each program's intended beneficiaries, may also reinforce tendencies toward tracking pupils by achievement level, and unintentionally contribute to a perpetuation of lower expectations for their performance."", ""I think the Congressional Research Service makes some valid observations about why our current federal education policy is not generally boosting student achievement and making our children competitive with other nations. CRS says that current federal policy hinders an important element of educational success: local control."", ""Based upon what we know about the state of our current federal education policy, we must explore how to direct our resources in ways that will stimulate academic success and high achievement. States, school districts, school boards, teachers, and of course, parents, are asking for local control and flexibility to spend federal education dollars in ways they know will work. They know how to incorporate the ingredients of success into the education of their children."", ""Senator Hutchinson's ``Dollars to the Classroom Act'' will give states and local schools the flexibility that they desperately need. His legislation takes nearly $3.5 billion from a number of federal education programs, directs the money to the states based upon student population, and requires that at least 95% of it is spent in our children's classrooms. Local school districts may use the funds in ways they believe will be most effective in elevating student achievement."", ""Under the ``Dollars to Classroom Act,'' parents, teachers, school boards and administrators will have the freedom to use federal dollars for what they need: whether it be to hire more teachers, raise teacher salaries, strengthen reading programs, buy new computers, or provide more one-on-one tutoring."", ""The bill ensures that federal bureaucracy will be held at bay by forbidding the Secretary of Education from issuing any regulations regarding the type of classroom activities or services that school districts may choose to provide with the federal dollars. Finally, the ``Dollars to Classroom Act'' calls for ways to streamline regulations and eliminate bureaucracy within major federal education laws."", ""Mr. President, we need to ensure that more federal education money is sent to the classroom, and that states, schools, and parents have more flexibility in using those funds in the way that will best help students achieve their fullest potential. We must find ways to encourage states and local schools to be innovative and creative in finding the most successful ways to challenge our students to the highest levels and achievement. Senator Hutchinson's ``Dollars to the Classroom Act'' will help accomplish these goals, and that is why I am pleased to co-sponsor his legislation."", ""During the coming months, Congress should continue to evaluate our current federal elementary and secondary education programs and make the necessary changes to incorporate the ingredients we know have proven successful in providing the best education possible for our children. We cannot afford to maintain the status quo if it is not working. We owe it to our next generation to provide them what they need to be successful in the 21st Century. ""]",2015-03-14 01:26:54.422850,2015-03-14 01:26:54.422850,Senate,PESTICIDE HARMONIZATION WITH CANADA,1999-02-09,http://origin.www.gpo.gov/fdsys/pkg/CREC-1999-02-09/html/CREC-1999-02-09-pt1-PgS1393.htm,23,9,145,S1393-S1399,A000356,mr. ashcroft
94,MO,Sam,Graves,R,"[""Madam Chairman, let me begin by thanking the chairman and ranking member of the Appropriations Committee for working together in a true bipartisan fashion to begin providing a long overdue down payment to special education funding. In particular, I want to thank Ranking Member Walsh for his amendment in committee to provide a $335 million increase in special education funding for fiscal year 2008."", ""When the Individuals with Disabilities Education Act was signed into law more than 30 years ago, the Federal Government committed to pay the States 40 percent of the costs of providing services to students covered under this act. However, for three decades the Federal Government has often provided less than half the money promised."", ""What has this shortfall meant? For one, it has meant higher taxes at the State and local levels and less funding for other education programs as States and local governments struggle to make up the shortfall in Federal resources."", ""The amendment I introduce today builds on the bipartisan cooperation of the House Appropriations Committee by providing a further $125 million increase in funding for IDEA part B grants to the States. To pay for my amendment, I offset the cost by reducing a portion of the U.S. contribution to the Global Fund. My amendment helps us fulfill our commitment to funding special education while also providing a small increase in funding to the Global Fund as was provided last year. I don't take this money from any domestic program. These funds are dedicated to an overseas program, and they still see a $1 million increase over last year."", ""My amendment sets the right priorities for our Nation's children with special needs, and I urge support from all of my colleagues. Again, I would thank the chairman and ranking member for their hard work on this."", ""Madam Chairman, I yield back the balance of my time.""]",2015-03-14 01:26:54.555944,2015-03-14 01:26:54.555944,House,DEPARTMENTS OF LABOR, HEALTH AND HUMAN SERVICES, AND EDUCATION, AND RELATED AGENCIES APPROPRIATIONS ACT, 2008,2007-07-18,http://origin.www.gpo.gov/fdsys/pkg/CREC-2007-07-18/html/CREC-2007-07-18-pt1-PgH8000-3.htm,115,3,153,H8000-H8036,G000546,mr. graves
